Langara College, 49.2245678, -123.108437
MPC Film, 49.275444, -123.121727
Axiom Zen, 49.2776165, -123.1137284
Sentis Market Research, 49.284372, -123.115897
Eigen Development Ltd., 49.262881, -123.1461165
Piranha Games, 49.2802518, -123.1067627
Intrinsyc Technologies Corporation, 49.2848128, -123.1180053
