Le Cordon Bleu Ottawa, 45.4290966, -75.6746985
City of Ottawa, 45.4215296, -75.6971931
Advanced Software Concepts, 45.2856346, -75.8744156
NAV CANADA, 45.3360458, -75.6880572
The VCAN Group Inc., 45.4188056, -75.7016265
Crank Software, 45.3390129, -75.9003226
ADGA Group, 45.4123163, -75.6874618
