Halifax Shipyard, 44.6673565, -63.596433
Master Merchant Systems (MMS), 44.6968706, -63.5813268
Magiclamp Software Solutions Inc., 44.6582722, -63.6291372
CarteNav Solutions, 44.6517533, -63.5739908
BlueLight Analytics Inc., 44.6425894, -63.6206691
metOcean telematics, 44.7005347, -63.5946902
Pantel International Incorporated, 44.7083039, -63.5957118
Chanadian Media, 44.6427818, -63.5772583
Dalhousie University, 44.6365812, -63.5916555
